,f1_train,f1_test,accuracy_train,accuracy_test,sigma,num_epoch,num_sets,kmax,mf,num_input_units,output_units
161,0.16481314084664264,0.16505935310420178,0.5103500000000001,0.5078,0.01,25,5,10,semicircle,10,2
162,0.5145473927555815,0.506232544870738,0.5666499999999999,0.5582,0.01,25,5,25,tri,10,2
163,0.5299986128213707,0.523493853178669,0.6533,0.6519999999999999,0.01,25,5,25,gaussian,10,2
164,0.2624566026431042,0.2790672616585108,0.52915,0.5372,0.01,25,5,25,semicircle,10,2
165,0.3837144336570712,0.3919247666437979,0.54345,0.5464,0.01,25,5,50,tri,10,2
166,0.527619119509436,0.5338815791819547,0.6651999999999999,0.6689999999999999,0.01,25,5,50,gaussian,10,2
167,0.16910317753204918,0.18082894930142898,0.52025,0.5252,0.01,25,5,50,semicircle,10,2
168,0.21049534895738714,0.22462087991094393,0.5136499999999999,0.5229999999999999,0.01,25,7,5,tri,10,2
169,0.4780821138851298,0.4828525446747377,0.4756,0.47919999999999996,0.01,25,7,5,gaussian,10,2
170,0.48534151397177805,0.4760892427116463,0.48965,0.47759999999999997,0.01,25,7,5,semicircle,10,2
171,0.28228048053541366,0.2887154462330229,0.52775,0.5372,0.01,25,7,10,tri,10,2
172,0.5405600718051804,0.5353146683052572,0.655,0.6536000000000001,0.01,25,7,10,gaussian,10,2
173,0.25896447510263937,0.26288001630392993,0.4915999999999999,0.49260000000000004,0.01,25,7,10,semicircle,10,2
174,0.3069404164174045,0.31588208348526303,0.5355000000000001,0.5374000000000001,0.01,25,7,25,tri,10,2
175,0.5299986128213707,0.523493853178669,0.6533,0.6519999999999999,0.01,25,7,25,gaussian,10,2
176,0.22729038306551766,0.23767619847631205,0.4968,0.505,0.01,25,7,25,semicircle,10,2
177,0.4258947541848325,0.43161297273126775,0.54735,0.551,0.01,25,7,50,tri,10,2
178,0.527619119509436,0.5338815791819547,0.6651999999999999,0.6689999999999999,0.01,25,7,50,gaussian,10,2
179,0.19651437689591233,0.2154221255279825,0.49535,0.506,0.01,25,7,50,semicircle,10,2
180,0.15474463995512866,0.1606676879110794,0.51685,0.52,0.01,50,3,5,tri,10,2
181,0.0,0.0,0.5,0.5,0.01,50,3,5,gaussian,10,2
182,0.21680957882710022,0.21466366228184136,0.5023500000000001,0.502,0.01,50,3,5,semicircle,10,2
183,0.0633089457225742,0.05507396445213061,0.5034500000000001,0.507,0.01,50,3,10,tri,10,2
184,0.02489851150202977,0.019117647058823527,0.5029,0.5016,0.01,50,3,10,gaussian,10,2
185,0.25652435580699706,0.2660353369124923,0.5132999999999999,0.5174000000000001,0.01,50,3,10,semicircle,10,2
186,0.30772835443364877,0.3284953003508523,0.5349999999999999,0.5504,0.01,50,3,25,tri,10,2
187,0.03349408154318282,0.027758007117437727,0.50505,0.5032,0.01,50,3,25,gaussian,10,2
188,0.21027530563239236,0.2093442120836137,0.5085,0.5096,0.01,50,3,25,semicircle,10,2
189,0.3215361746548148,0.3219515970997634,0.5437500000000001,0.5458,0.01,50,3,50,tri,10,2
190,0.0,0.0,0.5,0.5,0.01,50,3,50,gaussian,10,2
191,0.21027530563239236,0.2093442120836137,0.5085,0.5096,0.01,50,3,50,semicircle,10,2
192,0.18132806924393483,0.19180544204621816,0.5196,0.526,0.01,50,5,5,tri,10,2
193,0.4780821138851298,0.4828525446747377,0.4756,0.47919999999999996,0.01,50,5,5,gaussian,10,2
194,0.4620078322145882,0.4837012862726066,0.5162,0.5328,0.01,50,5,5,semicircle,10,2
195,0.3623808515305606,0.3610121059635178,0.5470499999999999,0.5448000000000001,0.01,50,5,10,tri,10,2
196,0.5405600718051804,0.5353146683052572,0.655,0.6536000000000001,0.01,50,5,10,gaussian,10,2
197,0.16481314084664264,0.16505935310420178,0.5103500000000001,0.5078,0.01,50,5,10,semicircle,10,2
198,0.48663272263965907,0.47868264702381047,0.56575,0.5589999999999999,0.01,50,5,25,tri,10,2
199,0.5299986128213707,0.523493853178669,0.6533,0.6519999999999999,0.01,50,5,25,gaussian,10,2
200,0.2624566026431042,0.2790672616585108,0.52915,0.5372,0.01,50,5,25,semicircle,10,2
201,0.3837144336570712,0.3919247666437979,0.54345,0.5464,0.01,50,5,50,tri,10,2
202,0.527619119509436,0.5338815791819547,0.6651999999999999,0.6689999999999999,0.01,50,5,50,gaussian,10,2
203,0.16192264313893565,0.17465027962396001,0.5208999999999999,0.5264,0.01,50,5,50,semicircle,10,2
204,0.21049534895738714,0.22462087991094393,0.5136499999999999,0.5229999999999999,0.01,50,7,5,tri,10,2
205,0.4780821138851298,0.4828525446747377,0.4756,0.47919999999999996,0.01,50,7,5,gaussian,10,2
206,0.4591018386406568,0.4676067118578482,0.50285,0.5084000000000001,0.01,50,7,5,semicircle,10,2
207,0.28228048053541366,0.2887154462330229,0.52775,0.5372,0.01,50,7,10,tri,10,2
208,0.5405600718051804,0.5353146683052572,0.655,0.6536000000000001,0.01,50,7,10,gaussian,10,2
209,0.2425847981529024,0.2557319313659886,0.49775,0.5064,0.01,50,7,10,semicircle,10,2
210,0.3069404164174045,0.31588208348526303,0.5355000000000001,0.5374000000000001,0.01,50,7,25,tri,10,2
211,0.5299986128213707,0.523493853178669,0.6533,0.6519999999999999,0.01,50,7,25,gaussian,10,2
212,0.22729038306551766,0.23767619847631205,0.4968,0.505,0.01,50,7,25,semicircle,10,2
213,0.4277561047283177,0.4298407764175828,0.5492999999999999,0.5514000000000001,0.01,50,7,50,tri,10,2
214,0.527619119509436,0.5338815791819547,0.6651999999999999,0.6689999999999999,0.01,50,7,50,gaussian,10,2
215,0.19651437689591233,0.2154221255279825,0.49535,0.506,0.01,50,7,50,semicircle,10,2
216,0.13162147519706469,0.1421281503303434,0.5205,0.5262,0.1,15,3,5,tri,10,2
217,0.01759637188208617,0.015942028985507246,0.49945000000000006,0.4984,0.1,15,3,5,gaussian,10,2
218,0.20231051965323607,0.2045875321444579,0.5007499999999999,0.5034,0.1,15,3,5,semicircle,10,2
219,0.02533541939859768,0.025632877421702303,0.50385,0.5048,0.1,15,3,10,tri,10,2
220,0.18209209387758357,0.17652412791351935,0.508,0.507,0.1,15,3,10,gaussian,10,2
221,0.11002076078863696,0.11057837035289028,0.4906,0.495,0.1,15,3,10,semicircle,10,2
222,0.06877070954863505,0.07996431232194826,0.51,0.5132000000000001,0.1,15,3,25,tri,10,2
223,0.03349408154318282,0.027758007117437727,0.50505,0.5032,0.1,15,3,25,gaussian,10,2
224,0.11246401518707327,0.11094265594771795,0.50175,0.5042,0.1,15,3,25,semicircle,10,2
225,0.06571101858271831,0.06681073710110128,0.5077,0.508,0.1,15,3,50,tri,10,2
226,0.0,0.0,0.5,0.5,0.1,15,3,50,gaussian,10,2
227,0.11246401518707327,0.11094265594771795,0.50175,0.5042,0.1,15,3,50,semicircle,10,2
228,0.09006173172184304,0.08499700909050684,0.5151,0.5108,0.1,15,5,5,tri,10,2
229,0.4780821138851298,0.4828525446747377,0.4756,0.47919999999999996,0.1,15,5,5,gaussian,10,2
230,0.3116242592438089,0.3253847854051139,0.5197,0.5290000000000001,0.1,15,5,5,semicircle,10,2
231,0.1312361619006424,0.15007503920443804,0.5157499999999999,0.5202,0.1,15,5,10,tri,10,2
232,0.5405600718051804,0.5353146683052572,0.655,0.6536000000000001,0.1,15,5,10,gaussian,10,2
233,0.07239079672804871,0.0750994266275448,0.5033999999999998,0.5044000000000001,0.1,15,5,10,semicircle,10,2
234,0.2716533148366301,0.2851110828639983,0.53895,0.5448,0.1,15,5,25,tri,10,2
235,0.4349746367547304,0.4368696664772501,0.5808500000000001,0.584,0.1,15,5,25,gaussian,10,2
236,0.13713426698585587,0.1425895700372572,0.5197,0.5234,0.1,15,5,25,semicircle,10,2
237,0.0076750917118429155,0.004765123218908717,0.5014000000000001,0.501,0.1,15,5,50,tri,10,2
238,0.25915764729411006,0.26381922098478583,0.5430999999999999,0.5466,0.1,15,5,50,gaussian,10,2
239,0.08153099545632034,0.07987775218999778,0.51945,0.5188,0.1,15,5,50,semicircle,10,2
240,0.04975993561207076,0.05292923208983956,0.5041499999999999,0.508,0.1,15,7,5,tri,10,2
241,0.4780821138851298,0.4828525446747377,0.4756,0.47919999999999996,0.1,15,7,5,gaussian,10,2
242,0.41731534002706816,0.4268639199869054,0.5003,0.5062,0.1,15,7,5,semicircle,10,2
243,0.0787480817404444,0.09063156522952927,0.5084000000000001,0.5114000000000001,0.1,15,7,10,tri,10,2
244,0.5405600718051804,0.5353146683052572,0.655,0.6536000000000001,0.1,15,7,10,gaussian,10,2
245,0.12938117495216772,0.1269822843005819,0.4931,0.495,0.1,15,7,10,semicircle,10,2
246,0.06877218168557202,0.07466188072591459,0.5109,0.5112,0.1,15,7,25,tri,10,2
247,0.4006547613835247,0.40669668105847123,0.60995,0.6158,0.1,15,7,25,gaussian,10,2
248,0.16884324646407967,0.1661913792709561,0.50035,0.5016,0.1,15,7,25,semicircle,10,2
249,0.18798088151037243,0.1892045797588569,0.52485,0.5269999999999999,0.1,15,7,50,tri,10,2
250,0.22459902768869755,0.23818524261656798,0.56945,0.5764,0.1,15,7,50,gaussian,10,2
251,0.14959674180001636,0.14813595313861433,0.4981,0.5008,0.1,15,7,50,semicircle,10,2
252,0.13124004887746563,0.1428751489964172,0.52045,0.5264000000000001,0.1,25,3,5,tri,10,2
253,0.01759637188208617,0.015942028985507246,0.49945000000000006,0.4984,0.1,25,3,5,gaussian,10,2
254,0.2025104197032111,0.20542492872397383,0.5007999999999999,0.5042,0.1,25,3,5,semicircle,10,2
255,0.024953557823418678,0.025632877421702303,0.50365,0.5048,0.1,25,3,10,tri,10,2
256,0.18209209387758357,0.17652412791351935,0.508,0.507,0.1,25,3,10,gaussian,10,2
257,0.11002076078863696,0.11057837035289028,0.4906,0.495,0.1,25,3,10,semicircle,10,2
258,0.0683793544768216,0.07996431232194826,0.5099,0.5132000000000001,0.1,25,3,25,tri,10,2
259,0.03349408154318282,0.027758007117437727,0.50505,0.5032,0.1,25,3,25,gaussian,10,2
260,0.12627762750965046,0.12651484846108693,0.5067999999999999,0.5092000000000001,0.1,25,3,25,semicircle,10,2
261,0.06544693283418154,0.06681073710110128,0.5075999999999999,0.508,0.1,25,3,50,tri,10,2
262,0.0,0.0,0.5,0.5,0.1,25,3,50,gaussian,10,2
263,0.12627762750965046,0.12651484846108693,0.5067999999999999,0.5092000000000001,0.1,25,3,50,semicircle,10,2
264,0.09006173172184304,0.08499700909050684,0.5151,0.5108,0.1,25,5,5,tri,10,2
265,0.4780821138851298,0.4828525446747377,0.4756,0.47919999999999996,0.1,25,5,5,gaussian,10,2
266,0.3116242592438089,0.3253847854051139,0.5197,0.5290000000000001,0.1,25,5,5,semicircle,10,2
267,0.13104464508078917,0.15007503920443804,0.5157,0.5202,0.1,25,5,10,tri,10,2
268,0.5405600718051804,0.5353146683052572,0.655,0.6536000000000001,0.1,25,5,10,gaussian,10,2
269,0.07239079672804871,0.0750994266275448,0.5033999999999998,0.5044000000000001,0.1,25,5,10,semicircle,10,2
270,0.2716533148366301,0.2851110828639983,0.53895,0.5448,0.1,25,5,25,tri,10,2
271,0.4349746367547304,0.4368696664772501,0.5808500000000001,0.584,0.1,25,5,25,gaussian,10,2
